,field,date,total_precip,max_temp_5,min_temp_5,max_temp_10,min_temp_10,avg_moist,max_moist,avg_moist_10cm,max_moist_10cm,avg_cond_5cm,avg_cond_10cm
988,3,8/5/2018,0,28,22,26.20000076,22.89999962,0.202232361,0.207720295,0.203835449,0.204360947,0.015716133,0.033629644
1417,4,8/5/2018,6.400000036,27.29999924,21,26.5,21.89999962,0.23398244,0.239600018,0.235630284,0.240936086,0.093907085,0.103165238
217,1,8/6/2018,0,27.79999924,21.39999962,25.60000038,21.89999962,0.198915551,0.200007319,0.180116737,0.180688754,0.005131827,0.008491063
646,2,8/6/2018,0,25.10000038,20.79999924,23.5,20.89999962,0.24130582,0.242711097,0.186777194,0.188206613,0.079682114,0.066812852
989,3,8/6/2018,0,25.89999962,21.60000038,25.70000076,22.70000076,0.273620179,0.329628885,0.209443527,0.213424921,0.088530406,0.037261873
1418,4,8/6/2018,0,27.70000076,20.89999962,26.89999962,21.60000038,0.233781813,0.236466557,0.235856939,0.238707036,0.094693191,0.100024992
218,1,8/7/2018,0,28.89999962,21.5,26.5,22,0.197933946,0.199034557,0.17925605,0.180183649,0.004898605,0.008396785
647,2,8/7/2018,0,25.79999924,20.79999924,24,20.89999962,0.24098477,0.242711097,0.186704487,0.188206613,0.079498236,0.066605294
990,3,8/7/2018,0,26.60000038,20.89999962,25.20000076,21.79999924,0.294610858,0.298465341,0.212439421,0.212952152,0.100757806,0.040663435
1419,4,8/7/2018,0,28.70000076,21.10000038,27.89999962,21.89999962,0.235358157,0.238259852,0.237217276,0.240045831,0.099648798,0.101527324
219,1,8/8/2018,0,28.60000038,22.20000076,26.29999924,22.70000076,0.196885923,0.198059872,0.178365912,0.179171935,0.004681326,0.008293304
648,2,8/8/2018,0,26.10000038,21.70000076,24.39999962,21.70000076,0.240894769,0.242268026,0.186420012,0.187708855,0.079523745,0.066724567
991,3,8/8/2018,0,27.39999962,21.60000038,25.89999962,22.29999924,0.286589614,0.289915919,0.212606924,0.213424921,0.087207583,0.041894153
1420,4,8/8/2018,0,29.5,22.10000038,28.29999924,22.70000076,0.23629514,0.239153758,0.238098021,0.240936086,0.104569992,0.103128444
220,1,8/9/2018,0,28.79999924,21.70000076,26.60000038,22.29999924,0.196005542,0.197083265,0.177699839,0.17866534,0.004512737,0.008179515
649,2,8/9/2018,0,26.29999924,21.5,24.5,21.5,0.240524381,0.241824508,0.186066285,0.187708855,0.079181787,0.066440412
992,3,8/9/2018,0,27.39999962,21.60000038,26,22.5,0.279051059,0.282367676,0.212626602,0.213424921,0.074855839,0.042403692
1421,4,8/9/2018,0,29.5,22.10000038,28.5,22.79999924,0.236785117,0.239600018,0.238688432,0.241380513,0.107549566,0.105755713
221,1,8/10/2018,0,28.79999924,22.5,26.39999962,22.89999962,0.19507963,0.195614725,0.177061226,0.177650675,0.00439459,0.008065096
650,2,8/10/2018,0,26.29999924,21.79999924,24.60000038,22,0.240740433,0.242268026,0.185298819,0.18721059,0.078695323,0.066252537
993,3,8/10/2018,0,28.39999962,22.10000038,26.70000076,23,0.271789722,0.275482982,0.212550893,0.213424921,0.065008554,0.042863428
1422,4,8/10/2018,0,30,22.5,28.79999924,23.10000038,0.236576569,0.239600018,0.238890767,0.241824508,0.109271175,0.108125557
222,1,8/11/2018,0,26.29999924,22.60000038,25,22.79999924,0.194288539,0.195124254,0.176407791,0.176634043,0.00437211,0.008003431
651,2,8/11/2018,0,24.29999924,22.10000038,23.70000076,22.10000038,0.240602119,0.241824508,0.184527253,0.185712904,0.077420429,0.06511197
994,3,8/11/2018,0,25.20000076,22.60000038,25.60000038,23.29999924,0.265638223,0.26805678,0.212899569,0.212952152,0.057058235,0.042441956
1423,4,8/11/2018,0,26.39999962,23.20000076,26.29999924,23.60000038,0.235610508,0.236915573,0.238377127,0.239600018,0.108714038,0.107425539
223,1,8/12/2018,0,26.79999924,20.5,25.10000038,21.29999924,0.193806829,0.19463329,0.176050606,0.176634043,0.004275687,0.007747585
652,2,8/12/2018,0,24.29999924,20.20000076,22.89999962,20.70000076,0.240069897,0.241380513,0.184085018,0.185712904,0.075922274,0.064237076
995,3,8/12/2018,0,25,20.29999924,24.10000038,21.5,0.261796664,0.26260522,0.212922461,0.213424921,0.052141366,0.041718378
1424,4,8/12/2018,0,27.20000076,20.79999924,26.70000076,21.60000038,0.235262684,0.237364128,0.238251861,0.240491182,0.107401612,0.10762991
224,1,8/13/2018,0,26,20.60000038,24.5,21.29999924,0.193218892,0.193649903,0.175480787,0.176124975,0.004251635,0.007685242
653,2,8/13/2018,0,24.29999924,20.29999924,22.89999962,20.5,0.239797774,0.240936086,0.183994118,0.185712904,0.074883278,0.063755477
996,3,8/13/2018,0,25.20000076,20.60000038,24.10000038,21.5,0.258149598,0.259213328,0.212761536,0.212952152,0.049027883,0.041674279
1425,4,8/13/2018,0,27.20000076,21,26.39999962,21.79999924,0.234896305,0.236915573,0.238109075,0.240045831,0.107175303,0.106778353
225,1,8/14/2018,0,27.10000038,20.60000038,25.20000076,21.29999924,0.192479349,0.193157494,0.174938676,0.175615415,0.004173552,0.007588979
654,2,8/14/2018,0,25,20.29999924,23.39999962,20.5,0.239171777,0.240491182,0.183952287,0.185712904,0.075224698,0.063807248
997,3,8/14/2018,0,26.39999962,20.70000076,24.89999962,21.60000038,0.255440204,0.256650746,0.2123177,0.212952152,0.046840088,0.041733174
1426,4,8/14/2018,0,28.20000076,21.10000038,27.20000076,21.89999962,0.234905471,0.236915573,0.238310612,0.240491182,0.106996263,0.106832099
226,1,8/15/2018,0,27,21.29999924,25.10000038,21.79999924,0.191786931,0.192664593,0.17439607,0.175105363,0.004127867,0.007446947
655,2,8/15/2018,0,24.5,21.20000076,23.20000076,21.20000076,0.239066205,0.240491182,0.18369815,0.185212702,0.075324732,0.063687546
998,3,8/15/2018,0,26.70000076,21.60000038,25.29999924,22.29999924,0.252364335,0.253640801,0.211863568,0.212478906,0.044597078,0.041798246
1427,4,8/15/2018,0,28.5,21.89999962,27.29999924,22.5,0.234407602,0.236466557,0.238152522,0.240491182,0.106926752,0.106248301
227,1,8/16/2018,0,26.10000038,21.39999962,24.5,21.79999924,0.191303042,0.191677332,0.173931022,0.17459482,0.004108594,0.007273462
656,2,8/16/2018,0,23.5,20.89999962,22.60000038,20.89999962,0.238942354,0.240045831,0.183252033,0.184210807,0.074990829,0.062890098
999,3,8/16/2018,0,25.10000038,21.5,24.60000038,22.20000076,0.249801213,0.25104335,0.211827349,0.212005168,0.041943039,0.041252994
1428,4,8/16/2018,0,27.10000038,21.79999924,26.10000038,22.5,0.233579961,0.235116765,0.237605828,0.239600018,0.105782134,0.104524743
228,1,8/17/2018,0,26.20000076,19.70000076,24.5,20.60000038,0.191096862,0.191677332,0.173643269,0.174083784,0.004089747,0.007177655
657,2,8/17/2018,0,23,19,21.89999962,19.60000038,0.23869675,0.240045831,0.182895713,0.184210807,0.07397413,0.062043579
1000,3,8/17/2018,0,24.79999924,19.79999924,23.70000076,21,0.24681113,0.248429745,0.211458426,0.212005168,0.0395474,0.040448548
1429,4,8/17/2018,0,26.79999924,20.10000038,26.29999924,21,0.232657908,0.235116765,0.237150414,0.239600018,0.104258561,0.102759712
229,1,8/18/2018,0,26.70000076,19.5,24.89999962,20.5,0.19056399,0.191677332,0.173262882,0.173572242,0.00402386,0.007093979
658,2,8/18/2018,0,23.5,18.79999924,22.10000038,19.29999924,0.238606959,0.240045831,0.182339978,0.184210807,0.072521365,0.061990238
1001,3,8/18/2018,0,25.20000076,19.70000076,23.89999962,20.70000076,0.244093902,0.246239319,0.211006775,0.211530983,0.037847035,0.040187155
1430,4,8/18/2018,0,27.10000038,20,26.5,20.89999962,0.232175699,0.234665915,0.23701927,0.239600018,0.103903998,0.101740279
230,1,8/19/2018,0,27.5,20.10000038,25.20000076,20.89999962,0.189775916,0.190688133,0.172764777,0.173060209,0.003964516,0.007000231
659,2,8/19/2018,0,24.20000076,19.20000076,22.60000038,19.5,0.238293304,0.239600018,0.182430904,0.184210807,0.072226617,0.062038196
1002,3,8/19/2018,0,26,20.10000038,24.5,21.10000038,0.242161169,0.244478852,0.21064377,0.211056307,0.036679112,0.040153152
1431,4,8/19/2018,0,28.20000076,20.5,27.29999924,21.29999924,0.232024456,0.234665915,0.237069132,0.239600018,0.103882904,0.102278803
231,1,8/20/2018,0,25.39999962,20.5,24,21.20000076,0.189283268,0.190192804,0.172269791,0.172547683,0.003958339,0.006964379
660,2,8/20/2018,0,23,19.60000038,21.89999962,19.79999924,0.238172482,0.239600018,0.182095918,0.183206961,0.071433138,0.06133592
1003,3,8/20/2018,0,24.5,20.5,23.89999962,21.39999962,0.239719629,0.241380513,0.210353255,0.210581154,0.034707584,0.039603646
1432,4,8/20/2018,0,26.10000038,20.89999962,25.39999962,21.70000076,0.231214945,0.232857913,0.236384474,0.238259852,0.102999013,0.100397662
232,1,8/21/2018,0,26.29999924,19.89999962,24.60000038,20.70000076,0.188817578,0.189696983,0.171806415,0.172547683,0.003909253,0.00692332
661,2,8/21/2018,0,24.39999962,19.10000038,22.60000038,19.39999962,0.237441066,0.239153758,0.182008243,0.18370913,0.071657111,0.061477802
1004,3,8/21/2018,0,25.5,20.20000076,24.20000076,21.10000038,0.239154514,0.241824508,0.210059182,0.210581154,0.033608349,0.039418012
1433,4,8/21/2018,0,27.10000038,20.5,26.10000038,21.20000076,0.231283771,0.23331061,0.23655837,0.238707036,0.102491386,0.100512887
233,1,8/22/2018,0,27.10000038,20.10000038,25,20.89999962,0.188202964,0.188703895,0.171314083,0.172034651,0.00380432,0.006845671
662,2,8/22/2018,0,24.39999962,19.70000076,22.89999962,20,0.237611751,0.239153758,0.181710208,0.18370913,0.071212502,0.061601012
1005,3,8/22/2018,0,26.89999962,20.79999924,25.10000038,21.60000038,0.237137242,0.241380513,0.20962271,0.210105538,0.032604138,0.039585591
1434,4,8/22/2018,32.39999886,25.10000038,18.79999924,24.29999924,19.39999962,0.372187034,0.402344733,0.404380488,0.460656524,0.234970836,0.257082123
234,1,8/23/2018,0,23.60000038,21,23.70000076,21.39999962,0.187767618,0.188206613,0.171117768,0.171521127,0.003838814,0.006828148
663,2,8/23/2018,0,22.20000076,20.29999924,22.20000076,20.39999962,0.2376347,0.238259852,0.180800844,0.181193382,0.069897892,0.060227965
1006,3,8/23/2018,0,24.5,18.60000038,24.39999962,19.89999962,0.328263395,0.438461632,0.259259555,0.301524073,0.109475112,0.087604924
1435,4,8/23/2018,0,22.20000076,19.79999924,22.70000076,20.29999924,0.36257095,0.367307156,0.376626119,0.386184961,0.212409259,0.224418002
235,1,8/24/2018,0,25,19.29999924,23.5,20.10000038,0.187629211,0.188206613,0.170924906,0.171521127,0.003760777,0.006753032
664,2,8/24/2018,0,22.20000076,19.10000038,21.10000038,19.39999962,0.237734325,0.238707036,0.180411242,0.181697518,0.069648488,0.059943227
1007,3,8/24/2018,0,20.79999924,18.29999924,20.39999962,19.20000076,0.354702791,0.364226103,0.288401319,0.291093737,0.132274696,0.114362934
1436,4,8/24/2018,0,22.20000076,18.39999962,22.20000076,19,0.356857105,0.35953635,0.363862598,0.369746059,0.204540017,0.212250084
236,1,8/25/2018,0,24.20000076,18.29999924,22.89999962,19.39999962,0.187251989,0.188206613,0.170553318,0.171007112,0.003693481,0.00661859
665,2,8/25/2018,0,21.39999962,17.70000076,20.5,18.20000076,0.237211242,0.238259852,0.179839126,0.181193382,0.068274088,0.059151966
1008,3,8/25/2018,0,20.29999924,16.70000076,19.89999962,18,0.342543921,0.346953839,0.285660286,0.287152857,0.117861775,0.107306215
1437,4,8/25/2018,0,22,16.89999962,21.70000076,18,0.350448879,0.353799462,0.353193333,0.358271837,0.196415604,0.202405171
237,1,8/26/2018,0,23.39999962,20.29999924,22.29999924,20.60000038,0.186895406,0.18721059,0.170299459,0.170492589,0.003724076,0.00666821
666,2,8/26/2018,0,21.79999924,18.89999962,20.70000076,18.89999962,0.237142757,0.237812221,0.180095575,0.181193382,0.068705477,0.05937514
1009,3,8/26/2018,0,21.10000038,18.10000038,20.29999924,18.60000038,0.334707651,0.337906778,0.283090916,0.284368992,0.112291199,0.102940296
1438,4,8/26/2018,0,22.70000076,18.60000038,22.10000038,19.20000076,0.346036248,0.348598778,0.345038464,0.348926634,0.191421429,0.198060649
238,1,8/27/2018,0.800000012,23.70000076,20,22.60000038,20.39999962,0.186354733,0.186711848,0.169555052,0.170492589,0.003744235,0.006615463
667,2,8/27/2018,0,22.60000038,19.79999924,21.29999924,19.60000038,0.236510686,0.238259852,0.180757498,0.184711993,0.069634744,0.05960578
1010,3,8/27/2018,0,22.10000038,19,21.10000038,19.29999924,0.328457335,0.33102414,0.280289793,0.28196615,0.108404271,0.099263872
1439,4,8/27/2018,0,24.10000038,19.70000076,23.79999924,20,0.34096786,0.343635529,0.33723378,0.341290027,0.187536537,0.194381477
239,1,8/28/2018,0,25.20000076,18.39999962,23.5,19.29999924,0.186586957,0.187708855,0.169576616,0.169977576,0.00359693,0.006415335
668,2,8/28/2018,0,23,18.5,21.60000038,18.79999924,0.237058198,0.238259852,0.179715403,0.181697518,0.068755921,0.059443794
1011,3,8/28/2018,0,22.60000038,17.89999962,21.39999962,18.70000076,0.321613372,0.324695915,0.276290871,0.27873835,0.102635079,0.094502511
1440,4,8/28/2018,0,24.5,18.39999962,24.10000038,19.20000076,0.33200767,0.336542666,0.326980786,0.332066476,0.1820586,0.188886304
240,1,8/29/2018,0,25.39999962,18.5,23.39999962,19.5,0.18642753,0.18721059,0.169318723,0.169977576,0.003619709,0.006408086
669,2,8/29/2018,0,22.79999924,18.29999924,21.60000038,18.70000076,0.236911474,0.238707036,0.179658814,0.182201162,0.068161138,0.059062213
1012,3,8/29/2018,0,23.29999924,17.89999962,21.89999962,18.79999924,0.314971817,0.317513704,0.272002248,0.274255067,0.097665623,0.090479739
1441,4,8/29/2018,0,25.39999962,18.5,24.79999924,19.39999962,0.32403196,0.327876002,0.317500558,0.321483701,0.177133418,0.184412406
241,1,8/30/2018,0,22.60000038,19.60000038,22.10000038,20.20000076,0.186330493,0.186711848,0.169042803,0.16946207,0.003579276,0.00636696
670,2,8/30/2018,0,21.10000038,19.10000038,20.79999924,19.20000076,0.236949658,0.237812221,0.179783253,0.180688754,0.067778333,0.058743064
1013,3,8/30/2018,0,21.20000076,18.79999924,21.20000076,19.5,0.309649568,0.311652184,0.267947564,0.270133793,0.092376438,0.086222119
1442,4,8/30/2018,0,22.89999962,19.70000076,22.70000076,20.29999924,0.316933884,0.32004568,0.309458603,0.312021583,0.171621491,0.178764121
242,1,8/31/2018,0,24.20000076,18.60000038,22.70000076,19.29999924,0.186167399,0.186711848,0.168791824,0.168946058,0.003587719,0.006168608
671,2,8/31/2018,0,21.89999962,18.89999962,20.70000076,18.89999962,0.237027526,0.237812221,0.179484429,0.180688754,0.068485702,0.058522988
1014,3,8/31/2018,0,22.10000038,18.39999962,21.10000038,19,0.305767084,0.307562023,0.264162652,0.265968829,0.088670721,0.083233461
1443,4,8/31/2018,0,24.70000076,19.20000076,24.20000076,19.70000076,0.311759732,0.314229369,0.303922227,0.306437939,0.167892982,0.175981921
243,1,9/1/2018,0,24.10000038,18.20000076,22.70000076,19.20000076,0.186077148,0.18721059,0.168616069,0.168946058,0.00352065,0.00611368
672,2,9/1/2018,0,21.39999962,17.70000076,20.29999924,18.29999924,0.237036951,0.237812221,0.178974379,0.180688754,0.067477633,0.057850178
1015,3,9/1/2018,0,21.20000076,17.70000076,20.70000076,18.60000038,0.301081572,0.303043455,0.259809322,0.262182772,0.084084812,0.079592779
1444,4,9/1/2018,0,23.60000038,18.5,23.39999962,19.29999924,0.303468583,0.307935923,0.295929983,0.299998045,0.163314581,0.171125236
244,1,9/2/2018,0,24.20000076,17.79999924,22.70000076,18.79999924,0.185785537,0.186711848,0.168364917,0.168946058,0.003492727,0.006027771
673,2,9/2/2018,0,21.5,17.39999962,20.29999924,17.89999962,0.236656525,0.237364128,0.178654045,0.180183649,0.066524587,0.057611461
1016,3,9/2/2018,0,21.39999962,17.29999924,20.5,18.20000076,0.296599081,0.298465341,0.255186682,0.257506728,0.080316356,0.076196265
1445,4,9/2/2018,0,23.70000076,18,23.29999924,18.79999924,0.29554244,0.298849136,0.288120481,0.291485518,0.159343685,0.1665264
245,1,9/3/2018,0,24.10000038,18.39999962,22.70000076,19.20000076,0.185295901,0.186212629,0.168020232,0.168429554,0.003485057,0.006050233
674,2,9/3/2018,0,21.79999924,17.70000076,20.5,18.20000076,0.236497466,0.237364128,0.178509755,0.180183649,0.066115471,0.057547414
1017,3,9/3/2018,0,21.5,17.70000076,20.60000038,18.5,0.292566914,0.293827236,0.250883764,0.252776772,0.076964867,0.073425936
1446,4,9/3/2018,0,23.79999924,18.39999962,23.39999962,19.20000076,0.287439666,0.291093737,0.279933187,0.283169478,0.155988134,0.162626985
246,1,9/4/2018,0,24.20000076,17.70000076,22.70000076,18.79999924,0.185017786,0.186212629,0.167682535,0.167912543,0.003464495,0.005868538
675,2,9/4/2018,0,21.20000076,17,20.10000038,17.70000076,0.236341318,0.237364128,0.177875401,0.179678038,0.064872683,0.056947194
1018,3,9/4/2018,0,21.20000076,17,20.29999924,18,0.288765387,0.290308952,0.247202751,0.248866469,0.072966119,0.070347279
1447,4,9/4/2018,0,23.39999962,17.70000076,23.10000038,18.60000038,0.280788097,0.282768816,0.273646954,0.275482982,0.15200666,0.157512207
247,1,9/5/2018,0,25.10000038,17.89999962,23.29999924,18.89999962,0.184635251,0.185712904,0.167409335,0.167912543,0.003385918,0.0058374
676,2,9/5/2018,0,21.70000076,17.10000038,20.39999962,17.5,0.235432076,0.236466557,0.178146538,0.180183649,0.064897949,0.056895852
1019,3,9/5/2018,0,22.20000076,17.10000038,21,18.10000038,0.285693466,0.286756456,0.244057713,0.245359987,0.070674907,0.068334136
1448,4,9/5/2018,0,24.89999962,17.89999962,24.10000038,18.79999924,0.277544609,0.27954787,0.270495099,0.272199869,0.149598773,0.154089723
248,1,9/6/2018,0,25.10000038,18.89999962,23.20000076,19.70000076,0.184067914,0.184711993,0.167082071,0.167395025,0.003377123,0.005823042
677,2,9/6/2018,0,22,18.20000076,20.79999924,18.39999962,0.235635054,0.236915573,0.178255805,0.180688754,0.065773098,0.057175775
1020,3,9/6/2018,0,22.39999962,18,21.29999924,18.70000076,0.283001772,0.283969581,0.241835879,0.243153721,0.068677763,0.066623122
1449,4,9/6/2018,0,25.20000076,18.79999924,24.39999962,19.5,0.274660604,0.276299417,0.267589915,0.268888891,0.147287836,0.150228019
249,1,9/7/2018,0,25,18.29999924,23,19.20000076,0.183684565,0.184711993,0.166768989,0.167395025,0.003350806,0.005666438
678,2,9/7/2018,0,21.29999924,17.10000038,20.20000076,17.60000038,0.235281829,0.236466557,0.177794508,0.179678038,0.06529289,0.056471837
1021,3,9/7/2018,0,21.79999924,17.10000038,20.70000076,18.20000076,0.280831121,0.281564176,0.240054445,0.240936086,0.065435092,0.064603315
1450,4,9/7/2018,0,24.70000076,18,24,19,0.271249789,0.273844898,0.264695321,0.266387314,0.143859148,0.144613385
250,1,9/8/2018,0,25.10000038,19.79999924,23.29999924,20.20000076,0.183151034,0.18370913,0.166358509,0.166877031,0.003311511,0.005635662
679,2,9/8/2018,0,21.20000076,18.39999962,20.29999924,18.5,0.235325956,0.236466557,0.177770189,0.179171935,0.06627141,0.056547543
1022,3,9/8/2018,0,22.10000038,18.5,21.10000038,18.89999962,0.279566526,0.281564176,0.238563764,0.239600018,0.064142872,0.063624434
1451,4,9/8/2018,0,24.70000076,19.70000076,24,20.10000038,0.269715466,0.271374732,0.263216835,0.264710784,0.142184198,0.141623749
251,1,9/9/2018,0,24.79999924,18.20000076,23.10000038,19.20000076,0.182903173,0.18370913,0.166167492,0.166358516,0.003283913,0.005454079
680,2,9/9/2018,0,20.79999924,16.79999924,19.79999924,17.29999924,0.234883866,0.236915573,0.177699586,0.179678038,0.06578147,0.056005714
1023,3,9/9/2018,0,20.10000038,15.5,20.39999962,16.29999924,0.334101165,0.385331929,0.285724969,0.332066476,0.103595253,0.098670036
1452,4,9/9/2018,0,24.39999962,17.89999962,23.79999924,18.79999924,0.267134256,0.269719273,0.261220768,0.263027221,0.139208669,0.137252861
252,1,9/10/2018,0,22.5,19.70000076,21.79999924,20.10000038,0.1825855,0.183206961,0.165864727,0.166358516,0.003294116,0.005279318
681,2,9/10/2018,2.400000006,19.79999924,18,19.20000076,18.20000076,0.234253484,0.236466557,0.178278012,0.187708855,0.066430167,0.055865262
1024,3,9/10/2018,0,20,17.29999924,19.39999962,17.79999924,0.353602242,0.359220773,0.304495135,0.310170591,0.11650177,0.106695344
1453,4,9/10/2018,0.200000003,23.60000038,19.39999962,22.79999924,19.89999962,0.265898187,0.267640084,0.259921717,0.261336565,0.137446447,0.134801307
253,1,9/11/2018,5.800000042,21.5,18.10000038,20.79999924,18.79999924,0.182854177,0.184711993,0.171480539,0.205803528,0.003364495,0.005850217
682,2,9/11/2018,0,19,16.10000038,18.5,16.70000076,0.23477561,0.236466557,0.178217301,0.181697518,0.066400709,0.055400886
1025,3,9/11/2018,0,18.70000076,16.20000076,18.79999924,17.20000076,0.344098827,0.347612947,0.29691473,0.30038017,0.107026932,0.098178726
1454,4,9/11/2018,14.20000006,20.70000076,16.60000038,21.39999962,17.70000076,0.326656773,0.3502343,0.285597805,0.297311485,0.141593919,0.108438237
254,1,9/12/2018,2.00000003,19.70000076,16.60000038,19.29999924,17.60000038,0.190259099,0.196594238,0.189704289,0.195124254,0.004424583,0.009067303
683,2,9/12/2018,40.60000034,18.5,16.39999962,18.10000038,16.79999924,0.240233726,0.293048352,0.184289354,0.200492963,0.108641383,0.056038909
1026,3,9/12/2018,0,18.29999924,16.29999924,18.10000038,17.10000038,0.339476965,0.341290027,0.292610474,0.294216037,0.103191978,0.094443619
1455,4,9/12/2018,1.600000024,19.20000076,16.79999924,19,17.39999962,0.330924369,0.332066476,0.300356504,0.301904529,0.150425391,0.108409165
255,1,9/13/2018,0,19.39999962,14.89999962,18.70000076,16.20000076,0.199626503,0.202914044,0.184146795,0.186212629,0.008370923,0.009111153
684,2,9/13/2018,0.400000006,17.60000038,15.19999981,17.20000076,15.60000038,0.294736768,0.304178655,0.197918715,0.201947063,0.258945715,0.064152505
1027,3,9/13/2018,0,17.89999962,15.30000019,17.70000076,16.29999924,0.336095795,0.338246822,0.289574338,0.29226777,0.100059031,0.091778793
1456,4,9/13/2018,0.200000003,18.70000076,15.39999962,18.39999962,16.20000076,0.330162292,0.33102414,0.302645564,0.303800672,0.151068385,0.113383473
256,1,9/14/2018,0,20.79999924,14.39999962,19.5,15.60000038,0.204035705,0.206283435,0.181143816,0.1827043,0.013558175,0.009095431
685,2,9/14/2018,0.200000003,17.29999924,14.30000019,16.79999924,14.80000019,0.303064709,0.30531016,0.198424911,0.200492963,0.242131125,0.068745091
1028,3,9/14/2018,0,17.89999962,14.69999981,17.5,15.69999981,0.331691101,0.334140569,0.284870827,0.28754887,0.097156947,0.088718445
1457,4,9/14/2018,0.200000003,19.39999962,14.80000019,19,15.60000038,0.328865089,0.329978287,0.302168123,0.303422272,0.149964952,0.118126757
257,1,9/15/2018,0,18.10000038,14.5,18,15.69999981,0.207991913,0.209629431,0.18009576,0.180688754,0.015859158,0.009289531
686,2,9/15/2018,0,16.60000038,14.39999962,16.29999924,14.80000019,0.303632243,0.304933399,0.200317231,0.200978145,0.229139267,0.071740498
1029,3,9/15/2018,0,17,14.80000019,17.10000038,15.60000038,0.32720559,0.328928918,0.280885204,0.282768816,0.094145399,0.086219021
1458,4,9/15/2018,0,18,14.89999962,17.70000076,15.60000038,0.325879204,0.327524215,0.299830323,0.301143169,0.147318548,0.120900673
258,1,9/16/2018,0,17.60000038,15.19999981,17.39999962,15.89999962,0.213421753,0.221854299,0.178724418,0.180183649,0.016647141,0.0094379
687,2,9/16/2018,0.200000003,16.60000038,15.19999981,16.29999924,15.5,0.30185113,0.303422272,0.202406245,0.205803528,0.219323981,0.074129069
1030,3,9/16/2018,0,17.10000038,15.60000038,17,16.10000038,0.341836545,0.387034893,0.277024536,0.279143333,0.099793942,0.085135211
1459,4,9/16/2018,5.600000054,18,15.60000038,17.79999924,16.10000038,0.326239498,0.33102414,0.299401225,0.301524073,0.149073021,0.118596923
259,1,9/17/2018,0,18.10000038,13.80000019,17.70000076,14.80000019,0.225114028,0.228305578,0.178457569,0.179171935,0.018589021,0.009473377
688,2,9/17/2018,0.200000003,16.29999924,14.19999981,15.80000019,14.5,0.299707384,0.301143169,0.20341996,0.205323145,0.208549004,0.074422173
1031,3,9/17/2018,0,16.5,14.5,16.70000076,15.30000019,0.346614507,0.354442835,0.275225524,0.276706964,0.103029159,0.083604766
1460,4,9/17/2018,0,18,14.30000019,17.70000076,15,0.328473369,0.328928918,0.301127061,0.301524073,0.151429888,0.117362932
260,1,9/18/2018,0,19,13.10000038,18.29999924,14.30000019,0.230662365,0.232857913,0.178957322,0.179678038,0.020229238,0.009754987
689,2,9/18/2018,0,15.80000019,13.10000038,15.39999962,13.60000038,0.29726211,0.299232513,0.203694729,0.204842284,0.198107026,0.074045195
1032,3,9/18/2018,0,16.29999924,13.5,16.10000038,14.60000038,0.335068604,0.338925779,0.271705172,0.273844898,0.09703308,0.081499788
1461,4,9/18/2018,0,17.79999924,13.30000019,17.79999924,14.19999981,0.326146413,0.327876002,0.298747228,0.299998045,0.148576457,0.121418057
261,1,9/19/2018,0,19.29999924,13.10000038,18.5,14.30000019,0.23399755,0.235116765,0.17965336,0.180183649,0.02061378,0.010120585
690,2,9/19/2018,0,15.5,12.60000038,15.10000038,13.10000038,0.294322966,0.296153814,0.203728363,0.204360947,0.188407112,0.073447916
1033,3,9/19/2018,0,16.20000076,13.10000038,15.89999962,14.19999981,0.327137868,0.329978287,0.267494617,0.270133793,0.093193971,0.079666209
1462,4,9/19/2018,0,18.20000076,13.19999981,18.10000038,14.10000038,0.322556263,0.324695915,0.296029981,0.297311485,0.145884877,0.123519926
262,1,9/20/2018,0,19.89999962,14.30000019,19,15.19999981,0.234978208,0.236466557,0.180274761,0.180688754,0.020565261,0.010454501
691,2,9/20/2018,0,15.89999962,13.30000019,15.39999962,13.60000038,0.292025151,0.293827236,0.203634593,0.204360947,0.181729339,0.073315903
1034,3,9/20/2018,0,16.39999962,13.69999981,16,14.5,0.321652517,0.323628753,0.264015827,0.265968829,0.090628107,0.078325835
1463,4,9/20/2018,0,18.39999962,14.19999981,18.5,14.89999962,0.318293732,0.320765495,0.293428842,0.294992417,0.143899661,0.125826038
263,1,9/21/2018,0,19.39999962,14.10000038,18.5,15.19999981,0.235294117,0.236466557,0.181119739,0.181697518,0.020240867,0.010723213
692,2,9/21/2018,0,16.29999924,13,15.60000038,13.39999962,0.288924879,0.291093737,0.203621163,0.204360947,0.174316219,0.072829356
1035,3,9/21/2018,0,16.70000076,13.5,16.20000076,14.39999962,0.317218141,0.318601251,0.260789853,0.26260522,0.088100599,0.076734206
1464,4,9/21/2018,0,18.60000038,14.10000038,18.20000076,14.89999962,0.313227367,0.31569311,0.290095595,0.291485518,0.141237131,0.126861848
264,1,9/22/2018,0,19.20000076,16.60000038,18.5,16.89999962,0.234411781,0.235116765,0.181494327,0.182201162,0.019957926,0.011165783
693,2,9/22/2018,0,17.10000038,15.5,16.5,15.30000019,0.286843567,0.288339585,0.203513945,0.203879118,0.17000329,0.073049898
1036,3,9/22/2018,0,17.20000076,15.80000019,16.79999924,15.89999962,0.314508487,0.317876637,0.258846153,0.259638846,0.08731796,0.076372295
1465,4,9/22/2018,0.800000012,18.79999924,16.5,18.5,16.70000076,0.310164059,0.313127279,0.288189824,0.289915919,0.140011307,0.128079566
